RED;Chapter;Article;Part;ShortN;LIMP;IMPMAX;IMPMIN;DISBATMAX;DISBATMIN;RESTOLMAX;RESTOLMIN;ARMAX;ARMIN;LIMMAX;LIMMIN;CORWMAX;CORWMIN;CIVMAX;CIVMIN;DEPRMAX;DEPRMIN;FINEMAX;FINEMIN;CONF;DEPRDOP;DEPRDOPMAX;DEPRDOPMIN;FINEDOP;FINEDOPMAX;FINEDOPMIN;GRADEMAN;GRADEAUTO;RANK;INDEX
2019;XI;2830;2;Ст. 283 ч. 2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XI;2840;1;Ст. 284 ч. 1;;;;;;2;1;6;1;;;2;0,5;;;;;100;30;;;;;;;;1;;;
2019;XI;2850;1;Ст. 285 ч. 1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;;;
2019;XI;2860;1;Ст. 286 ч. 1;;;;;;3;1;6;1;;;2;0,5;;;;;500;200;;;;;;;;1;;;
2019;XI;2860;2;Ст. 286 ч. 2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XI;2860;3;Ст. 286 ч. 3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XI;2870;1;Ст. 287 ч. 1;;5;1;;;5;1;;;;;2;0,5;;;3;1;500;200;;;;;;;;2;;;
2019;XI;2880;1;Ст. 288 ч. 1;;5;1;;;5;1;;;;;2;0,5;;;;;500;200;;;;;;;;2;;;
2019;XI;2890;1;Ст. 289 ч. 1;;5;3;;;5;3;;;;;;;;;;;1200;1000;;;;;;;;2;;;
2019;XI;2890;2;Ст. 289 ч. 2;;8;5;;;;;;;;;;;;;;;;;1;;;;;;;3;;;
2019;XI;2890;3;Ст. 289 ч. 3;;12;7;;;;;;;;;;;;;;;;;1;;;;;;;4;;;
2019;XI;2900;1;Ст. 290 ч. 1;;;;;;3;1;;;;;2;0,5;;;;;250;150;;;;;;;;1;;;
2019;XI;2910;1;Ст. 291 ч. 1;;5;1;;;5;1;;;;;2;0,5;;;;;500;200;;;;;;;;2;;;
2019;XI;2920;1;Ст. 292 ч. 1;;5;1;;;5;1;;;;;2;0,5;;;;;1000;100;;;;;;;;2;;;
2019;XI;2920;2;Ст. 292 ч. 2;;8;3;;;5;1;;;;;;;;;;;;;;;;;;;;3;;;
2019;XI;2920;3;Ст. 292 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XII;2930;1;Ст. 293 ч. 1;;;;;;;;;;;;;;;;;;50;30;;;;;;;;1;;;
2019;XII;2940;1;Ст. 294 ч. 1;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;2940;2;Ст. 294 ч. 2;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XII;2950;1;Ст. 295 ч. 1;;;;;;3;1;6;1;;;;;;;;;50;30;;;;;;;;1;;;
2019;XII;2960;1;Ст. 296 ч. 1;;;;;;5;1;6;1;;;;;;;;;1000;500;;;;;;;;1;;;
2019;XII;2960;2;Ст. 296 ч. 2;;4;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;2960;3;Ст. 296 ч. 3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;2960;4;Ст. 296 ч. 4;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;2970;1;Ст. 297 ч. 1;;3;1;;;3;1;6;1;;;;;;;;;200;30;;;;;;;;2;;;
2019;XII;2970;2;Ст. 297 ч. 2;;5;4;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;2970;3;Ст. 297 ч. 3;;7;4;;;5;4;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;2970;4;Ст. 297 ч. 4;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XII;2980;1;Ст. 298 ч. 1;;2;1;;;2;1;;;;;;;;;;;100;30;;1;3;1;;;;1;;;
2019;XII;2980;2;Ст. 298 ч. 2;;3;1;;;3;1;;;;;;;;;;;150;30;;1;3;1;;;;2;;;
2019;XII;2980;3;Ст. 298 ч. 3;;5;1;;;;;;;;;;;;;;;;;;1;3;1;;;;2;;;
2019;XII;2980;4;Ст. 298 ч. 4;;5;2;;;;;;;;;;;;;;;;;;1;3;1;;;;2;;;
2019;XII;2980;5;Ст. 298 ч. 5;;8;3;;;;;;;;;;;;;;;;;;1;3;1;;;;3;;;
2019;XII;2981;1;Ст. 298-1 ч. 1;;;;;;;;6;1;;;;;;;;;100;50;;;;;;;;1;;;
2019;XII;2981;2;Ст. 298-1 ч. 2;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;2981;3;Ст. 298-1 ч. 3;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;2990;1;Ст. 299 ч. 1;;;;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XII;2990;2;Ст. 299 ч. 2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;2990;3;Ст. 299 ч. 3;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;3000;1;Ст. 300 ч. 1;;;;;;3;1;6;1;;;;;;;;;150;30;;;;;;;;1;;;
2019;XII;3000;2;Ст. 300 ч. 2;;;;;;5;1;;;;;;;;;;;300;100;;;;;;;;1;;;
2019;XII;3000;3;Ст. 300 ч. 3;;5;3;;;;;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XII;3010;1;Ст. 301 ч. 1;;;;;;3;1;6;1;;;;;;;;;100;50;;;;;;;;1;;;
2019;XII;3010;2;Ст. 301 ч. 2;;5;1;;;5;1;;;;;;;;;;;300;100;;;;;;;;2;;;
2019;XII;3010;3;Ст. 301 ч. 3;;7;1;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XII;3010;4;Ст. 301 ч. 4;;10;5;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XII;3010;5;Ст. 301 ч. 5;;12;7;;;;;;;;;;;;;;;;;;2;3;1;;;;4;;;
2019;XII;3020;1;Ст. 302 ч. 1;;;;;;2;1;;;;;;;;;;;50;30;;;;;;;;1;;;
2019;XII;3020;2;Ст. 302 ч. 2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;3020;3;Ст. 302 ч. 3;;7;2;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;3020;4;Ст. 302 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;3030;1;Ст. 303 ч. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XII;3030;2;Ст. 303 ч. 2;;7;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;3030;3;Ст. 303 ч. 3;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;;;
2019;XII;3030;4;Ст. 303 ч. 4;;15;8;;;;;;;;;;;;;;;;;1;;;;;;;4;;;
2019;XII;3040;1;Ст. 304 ч. 1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XII;3040;2;Ст. 304 ч. 2;;10;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3050;1;Ст. 305 ч. 1;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3050;2;Ст. 305 ч. 2;;10;8;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3050;3;Ст. 305 ч. 3;;12;10;;;;;;;;;;;;;;;;;2;;;;;;;4;;;
2019;XIII;3060;1;Ст. 306 ч. 1;;12;7;;;;;;;;;;;;;;;;;1;;;;;;;4;;;
2019;XIII;3060;2;Ст. 306 ч. 2;;15;8;;;;;;;;;;;;;3;1;;;1;;;;;;;4;;;
2019;XIII;3070;1;Ст. 307 ч. 1;;8;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3070;2;Ст. 307 ч. 2;;10;6;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3070;3;Ст. 307 ч. 3;;12;9;;;;;;;;;;;;;;;;;2;;;;;;;4;;;
2019;XIII;3080;1;Ст. 308 ч. 1;;6;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3080;2;Ст. 308 ч. 2;;10;5;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3080;3;Ст. 308 ч. 3;;12;7;;;;;;;;;;;;;;;;;2;;;;;;;4;;;
2019;XIII;3090;1;Ст. 309 ч. 1;;3;1;;;3;1;6;1;;;2;0,5;;;;;100;50;;;;;;;;2;;;
2019;XIII;3090;2;Ст. 309 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3090;3;Ст. 309 ч. 3;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3100;1;Ст. 310 ч. 1;;;;;;3;1;6;1;;;;;;;;;500;100;;;;;;;;1;;;
2019;XIII;3100;2;Ст. 310 ч. 2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3110;1;Ст. 311 ч. 1;;;;;;3;1;;;;;;;;;;;50;30;;;;;;;;1;;;
2019;XIII;3110;2;Ст. 311 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3110;3;Ст. 311 ч. 3;;8;5;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3120;1;Ст. 312 ч. 1;;3;1;;;3;1;6;1;;;;;;;;;70;30;;;;;;;;2;;;
2019;XIII;3120;2;Ст. 312 ч. 2;;7;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XIII;3120;3;Ст. 312 ч. 3;;12;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;4;;;
2019;XIII;3130;1;Ст. 313 ч. 1;;;;;;3;1;6;3;;;;;;;;;200;50;;;;;;;;1;;;
2019;XIII;3130;2;Ст. 313 ч. 2;;6;2;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3130;3;Ст. 313 ч. 3;;12;5;;;;;;;;;;;;;;;;;2;;;;;;;4;;;
2019;XIII;3140;1;Ст. 314 ч. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3140;2;Ст. 314 ч. 2;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3140;3;Ст. 314 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIII;3150;1;Ст. 315 ч. 1;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3150;2;Ст. 315 ч. 2;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XIII;3160;1;Ст. 316 ч. 1;;3;1;;;4;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3160;2;Ст. 316 ч. 2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3170;1;Ст. 317 ч. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3170;2;Ст. 317 ч. 2;;8;4;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3180;1;Ст. 318 ч. 1;;;;;;3;1;;;;;;;;;;;50;30;;;;;;;;1;;;
2019;XIII;3180;2;Ст. 318 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3190;1;Ст. 319 ч. 1;;;;;;3;1;6;3;;;;;240;160;;;70;30;;;;;;;;1;;;
2019;XIII;3190;2;Ст. 319 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3200;1;Ст. 320 ч. 1;;3;1;;;4;1;6;1;;;;;;;3;1;70;30;;;;;;;;2;;;
2019;XIII;3200;2;Ст. 320 ч. 2;;3;1;;;;;6;3;;;;;;;;;120;70;;2;3;1;;;;2;;;
2019;XIII;3210;1;Ст. 321 ч. 1;;3;1;;;;;6;3;;;;;;;;;100;50;;;;;;;;2;;;
2019;XIII;3210;2;Ст. 321 ч. 2;;3;1;;;;;6;3;;;;;;;;;100;30;;;;;;;;2;;;
2019;XIII;3210;3;Ст. 321 ч. 3;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3210;4;Ст. 321 ч. 4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3211;1;Ст. 321-1 ч. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3211;2;Ст. 321-1 ч. 2;;8;5;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3211;3;Ст. 321-1 ч. 3;;10;8;;;;;;;;;;;;;;;;;2;;;;;;;3;;;
2019;XIII;3212;1;Ст. 321-2 ч. 1;;5;5;;;;;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XIII;3212;2;Ст. 321-2 ч. 2;;8;5;;;;;;;;;;;;;3;2;;;;;;;;;;3;;;
2019;XIII;3212;3;Ст. 321-2 ч. 3;;10;8;;;;;;;;;;;;;3;2;;;;;;;;;;3;;;
2019;XIII;3220;1;Ст. 322 ч. 1;;3;1;;;3;1;;;;;;;;;;;120;70;;;;;;;;2;;;
2019;XIII;3230;1;Ст. 323 ч. 1;;;;;;;;;;;;;;;;3;1;50;30;;;;;;;;1;;;
2019;XIII;3230;2;Ст. 323 ч. 2;;2;1;;;2;1;;;;;;;;;;;;;;;;;;;;1;;;
2019;XIII;3230;3;Ст. 323 ч. 3;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3230;4;Ст. 323 ч. 4;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3240;1;Ст. 324 ч. 1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3250;1;Ст. 325 ч. 1;;;;;;6;1;6;1;;;;;;;;;100;30;;;;;;;;1;;;
2019;XIII;3250;2;Ст. 325 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIII;3260;1;Ст. 326 ч. 1;;;;;;3;1;;;;;2;0,5;;;;;50;30;;1;3;1;;;;1;;;
2019;XIII;3260;2;Ст. 326 ч. 2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIII;3270;1;Ст. 327 ч. 1;;;;;;3;1;6;1;;;;;;;;;70;30;;;;;;;;1;;;
2019;XIII;3270;2;Ст. 327 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3280;1;Ст. 328 ч. 1;;5;2;;;;;;;;;;;;;;;;;;1;3;1;;;;2;;;
2019;XIV;3280;2;Ст. 328 ч. 2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIV;3290;1;Ст. 329 ч. 1;;3;1;;;;;;;;;;;;;;;;;;1;3;1;;;;2;;;
2019;XIV;3290;2;Ст. 329 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3300;1;Ст. 330 ч. 1;;5;2;;;3;1;;;;;;;;;;;;;;1;3;1;;;;2;;;
2019;XIV;3300;2;Ст. 330 ч. 2;;8;4;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XIV;3320;1;Ст. 332 ч. 1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3320;2;Ст. 332 ч. 2;;7;5;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XIV;3320;3;Ст. 332 ч. 3;;9;7;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;;;
2019;XIV;3321;1;Ст. 332-1 ч. 1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3321;2;Ст. 332-1 ч. 2;;5;3;;;;;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XIV;3321;3;Ст. 332-1 ч. 3;;8;5;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XIV;3322;1;Ст. 332-2 ч. 1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3322;2;Ст. 332-2 ч. 2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3322;3;Ст. 332-2 ч. 3;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XIV;3330;1;Ст. 333 ч. 1;;3;1;;;3;1;;;;;;;;;;;200;100;;1;3;1;;;;2;;;
2019;XIV;3330;2;Ст. 333 ч. 2;;5;1;;;5;1;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XIV;3340;1;Ст. 334 ч. 1;;5;1;;;5;1;;;;;;;;;;;1000;200;;;;;;;;2;;;
2019;XIV;3350;1;Ст. 335 ч. 1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;1;;;
2019;XIV;3360;1;Ст. 336 ч. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3361;1;Ст. 336-1 ч. 1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XIV;3370;1;Ст. 337 ч. 1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;;;
2019;XIV;3370;2;Ст. 337 ч. 2;;;;;;;;6;1;;;;;;;;;70;30;;;;;;;;1;;;
2019;XV;3380;1;Ст. 338 ч. 1;;3;1;;;;;6;1;;;;;;;;;50;30;;;;;;;;2;;;
2019;XV;3380;2;Ст. 338 ч. 2;;2;1;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;;;
2019;XV;3390;1;Ст. 339 ч. 1;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;;;
2019;XV;3400;1;Ст. 340 ч. 1;;5;1;;;5;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;;;
2019;XV;3410;1;Ст. 341 ч. 1;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3420;1;Ст. 342 ч. 1;;;;;;3;1;6;1;;;;;;;;;200;30;;;;;;;;1;;;
2019;XV;3420;2;Ст. 342 ч. 2;;2;1;;;4;1;6;3;;;;;;;;;200;100;;;;;;;;1;;;
2019;XV;3420;3;Ст. 342 ч. 3;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3430;1;Ст. 343 ч. 1;;;;;;;;3;1;;;1;0,5;;;;;100;30;;;;;;;;1;;;
2019;XV;3430;2;Ст. 343 ч. 2;;;;;;4;1;6;1;;;;;;;5;2;;;;;;;;;;1;;;
2019;XV;3440;1;Ст. 344 ч. 1;;2;1;;;2;1;6;3;;;;;;;;;300;200;;;;;;;;1;;;
2019;XV;3440;2;Ст. 344 ч. 2;;3;1;;;3;1;;;;;;;;;;;500;300;;1;3;1;;;;2;;;
2019;XV;3450;1;Ст. 345 ч. 1;;3;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;;;
2019;XV;3450;2;Ст. 345 ч. 2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3450;3;Ст. 345 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3450;4;Ст. 345 ч. 4;;14;7;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3451;1;Ст. 345-1 ч. 1;;3;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;;;
2019;XV;3451;2;Ст. 345-1 ч. 2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3451;3;Ст. 345-1 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3451;4;Ст. 345-1 ч. 4;;14;7;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3460;1;Ст. 346 ч. 1;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3460;2;Ст. 346 ч. 2;;7;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XV;3460;3;Ст. 346 ч. 3;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3470;1;Ст. 347 ч. 1;;;;;;5;1;6;1;;;;;;;;;200;50;;;;;;;;1;;;
2019;XV;3470;2;Ст. 347 ч. 2;;15;6;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3471;1;Ст. 347-1 ч. 1;;;;;;5;1;6;1;;;;;;;;;200;50;;;;;;;;1;;;
2019;XV;3471;2;Ст. 347-1 ч. 2;;15;6;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3480;1;Ст. 348 ч. 1;1;15;9;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3481;1;Ст. 348-1 ч. 1;1;15;9;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3490;1;Ст. 349 ч. 1;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3491;1;Ст. 349-1 ч. 1;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3500;1;Ст. 350 ч. 1;;2;1;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;;;
2019;XV;3500;2;Ст. 350 ч. 2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3500;3;Ст. 350 ч. 3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3510;1;Ст. 351 ч. 1;;;;;;3;1;6;1;;;;;;;;;1000;100;;;;;;;;1;;;
2019;XV;3510;2;Ст. 351 ч. 2;;;;;;5;1;;;;;;;;;3;1;2000;500;;;;;;;;1;;;
2019;XV;3511;1;Ст. 351-1 ч. 1;;;;;;3;1;6;1;;;;;;;;;1000;100;;;;;;;;1;;;
2019;XV;3512;1;Ст. 351-2 ч. 1;;;;;;3;1;6;1;;;;;;;;;1000;100;;;;;;;;1;;;
2019;XV;3520;1;Ст. 352 ч. 1;;4;1;;;;;6;1;;;;;;;;;200;50;;;;;;;;2;;;
2019;XV;3520;2;Ст. 352 ч. 2;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;;;
2019;XV;3530;1;Ст. 353 ч. 1;;;;;;3;1;6;1;;;;;;;;;100;30;;;;;;;;1;;;
2019;XV;3530;2;Ст. 353 ч. 2;;3;1;;;4;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3540;1;Ст. 354 ч. 1;;2;1;;;2;1;;;;;1;0,5;100;60;;;250;100;;;;;;;;1;;;
2019;XV;3540;2;Ст. 354 ч. 2;;3;1;;;3;1;;;;;2;0,5;200;100;;;500;250;;;;;;;;2;;;
2019;XV;3540;3;Ст. 354 ч. 3;;2;1;;;2;1;;;;;;;200;100;;;500;250;;;;;;;;1;;;
2019;XV;3540;4;Ст. 354 ч. 4;;3;1;;;3;1;;;;;;;240;160;;;750;500;;;;;;;;2;;;
2019;XV;3550;1;Ст. 355 ч. 1;;;;;;2;1;6;1;;;2;0,5;;;;;;;;;;;;;;1;;;
2019;XV;3550;2;Ст. 355 ч. 2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3550;3;Ст. 355 ч. 3;;8;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XV;3560;1;Ст. 356 ч. 1;;;;;;;;3;1;;;2;0,5;;;;;50;30;;;;;;;;1;;;
2019;XV;3570;1;Ст. 357 ч. 1;;;;;;3;1;;;;;;;;;;;50;30;;;;;;;;1;;;
2019;XV;3570;2;Ст. 357 ч. 2;;3;1;;;3;1;;;;;;;;;;;701;30;;;;;;;;2;;;
2019;XV;3570;3;Ст. 357 ч. 3;;;;;;3;1;3;1;;;;;;;;;50;30;;;;;;;;1;;;
2019;XV;3580;1;Ст. 358 ч. 1;;2;1;;;;;6;1;;;;;;;;;1000;30;;;;;;;;1;;;
2019;XV;3580;2;Ст. 358 ч. 2;;;;;;3;1;6;3;;;;;;;;;200;30;;;;;;;;1;;;
2019;XV;3580;3;Ст. 358 ч. 3;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;;;
2019;XV;3580;4;Ст. 358 ч. 4;;;;;;2;1;6;1;;;;;;;;;50;30;;;;;;;;1;;;
2019;XV;3590;1;Ст. 359 ч. 1;;4;1;;;4;1;;;;;;;;;;;1000;200;;;;;;;;2;;;
2019;XV;3590;2;Ст. 359 ч. 2;;7;4;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XV;3590;3;Ст. 359 ч. 3;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;;;
2019;XV;3600;1;Ст. 360 ч. 1;;;;;;2;1;;;;;1;0,5;;;;;200;100;;;;;;;;1;;;
2019;XVI;3610;1;Ст. 361 ч. 1;;3;1;;;5;2;;;;;;;;;;;100;600;;1;2;1;;;;2;;;
2019;XVI;3610;2;Ст. 361 ч. 2;;6;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVI;3611;1;Ст. 361-1 ч. 1;;2;1;;;;;;;;;2;0,5;;;;;1000;500;;;;;;;;1;;;
2019;XVI;3611;2;Ст. 361-1 ч. 2;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVI;3612;1;Ст. 361-2 ч. 1;;2;1;;;;;;;;;;;;;;;1000;500;;;;;;;;1;;;
2019;XVI;3612;2;Ст. 361-2 ч. 2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2019;XVI;3620;1;Ст. 362 ч. 1;;;;;;;;;;;;2;0,5;;;;;1000;600;;;;;;;;1;;;
2019;XVI;3620;2;Ст. 362 ч. 2;;3;1;;;;;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVI;3620;3;Ст. 362 ч. 3;;6;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVI;3630;1;Ст. 363 ч. 1;;;;;;3;1;;;;;;;;;;;1000;500;;2;3;1;;;;1;;;
2019;XVI;3631;1;Ст. 363-1 ч. 1;;;;;;3;1;;;;;;;;;;;1000;500;;;;;;;;1;;;
2019;XVI;3631;2;Ст. 363-1 ч. 2;;5;1;;;5;1;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVII;3640;1;Ст. 364 ч. 1;;3;1;;;3;1;6;1;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVII;3640;2;Ст. 364 ч. 2;;6;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVII;3641;1;Ст. 364-1 ч. 1;;;;;;2;1;3;1;;;;;;;;;400;150;;2;2;1;;;;1;;;
2019;XVII;3641;2;Ст. 364-1 ч. 2;;6;3;;;;;6;1;;;;;;;;;900;400;;2;3;1;;;;3;;;
2019;XVII;3650;1;Ст. 365 ч. 1;;5;2;;;5;1;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVII;3650;2;Ст. 365 ч. 2;;8;3;;;;;;;;;;;;;;;;;;2;3;1;;;;3;;;
2019;XVII;3650;3;Ст. 365 ч. 3;;10;7;;;;;;;;;;;;;;;;;;2;1;3;;;;3;;;
2019;XVII;3652;1;Ст. 365-2 ч. 1;;;;;;3;1;;;;;;;;;;;;;;2;10;1;;;;1;;;
2019;XVII;3652;2;Ст. 365-2 ч. 2;;5;3;;;3;1;;;;;;;;;;;;;;2;3;1;;;;2;;;
2019;XVII;3652;3;Ст. 365-2 ч. 3;;8;5;;;;;;;;;;;;;;;;;2;2;3;1;;;;3;;;
2019;XVII;3660;1;Ст. 366 ч. 1;;;;;;3;1;;;;;;;;;;;250;1;;2;3;1;;;;1;;;
2019;XVII;3660;2;Ст. 366 ч. 2;;5;2;;;;;;;;;;;;;;;;;;2;3;1;;;;2;;;
